factor_registration_number,factor_name,google_place_id,location_number,author_name,review_rating,review_text,review_time,review_relative_time
PF000364,Viewpoint Housing Association Limited,ChIJF9toFHDHh0gRHlNhj8G9FPg,1,Joe Joe,1,There all flat falling a part.  They never do what they promised.. they keep renting flat to horrible people.. alot of families waiting on flats but this guys after money each month's. What ever they will tell you I guarantee will not happen.  Poor show,1708946326,a year ago
PF000364,Viewpoint Housing Association Limited,ChIJF9toFHDHh0gRHlNhj8G9FPg,1,Shona Cunningham,1,Once u get a house theres no help getting bk out landlord disgrace I'm william kelly meikle square I've protested 6 times been threatened of arrest if someone moves in next door as I moved in 27 months ago complaine from day 1 they set me up I'm really I'll was desperate I was in paper so took it worse thing ever one lady died ant stuff maps the lot they ain't interested I have letters from neighbours sending 1 at a time they say care for elderly they putives at risk,1719415343,a year ago
PF000364,Viewpoint Housing Association Limited,ChIJF9toFHDHh0gRHlNhj8G9FPg,1,Kerry,1,"Terrible.... avoid at all costs if you value your health and well-being

Most staff are patronising and rude - the decent staff have resigned from viewpoint

My friend's mother was treated very poorly so left and went to a Trust Housing accommodation where she is happier, healthier and treated with respect and kindness unlike her experiences at viewpoint

I thank God that I'm leaving soon as it's been an ordeal I'd rather nobody else ever has to suffer

Joy in Later Years logo is a bad joke

Viewpointless sadly

-",1651097458,3 years ago
PF000364,Viewpoint Housing Association Limited,ChIJF9toFHDHh0gRHlNhj8G9FPg,1,Sue,5,,1738796387,11 months ago
PF000364,Viewpoint Housing Association Limited,ChIJh08UVEjGh0gRcBIII-khgSA,2,Shona Cunningham,1,Out of site out of mind but old and mental health in fife need help house are never inter6u even got email from mental health in scheme other day use do nothing but put lifes at risk,1719416016,a year ago
PF000364,Viewpoint Housing Association Limited,ChIJh08UVEjGh0gRcBIII-khgSA,2,William Irvine,2,,1656705745,3 years ago
PF000364,Viewpoint Housing Association Limited,ChIJi2Z_R-3Gh0gRgJTdSCQ5W1s,3,Christopher Atkinson,5,"Stayed in the guest room, home from home with tea making facilities, en suite, lovely and warm and quiet",1581641711,5 years ago
PF000364,Viewpoint Housing Association Limited,ChIJi2Z_R-3Gh0gRgJTdSCQ5W1s,3,Sue,5,,1755127986,5 months ago
PF000364,Viewpoint Housing Association Limited,ChIJi2Z_R-3Gh0gRgJTdSCQ5W1s,3,Nacira Cameron,4,,1715462606,a year ago
PF000364,Viewpoint Housing Association Limited,ChIJi2Z_R-3Gh0gRgJTdSCQ5W1s,3,Seonaid Wilson,5,,1544558041,7 years ago
PF000364,Viewpoint Housing Association Limited,ChIJFeogwna4h0gRLTI6x18MIcc,4,Kate Tavell,5,I live there now and it's a great place. Lovely flat and beautiful gardens,1746694714,8 months ago
PF000364,Viewpoint Housing Association Limited,ChIJFeogwna4h0gRLTI6x18MIcc,4,brian herdman,5,Delivery of furniture. Bit awkward to access in my wagon but not far to carry it. Staff friendly and helpful,1695403263,2 years ago
PF000364,Viewpoint Housing Association Limited,ChIJFeogwna4h0gRLTI6x18MIcc,4,Barry Thomas,4,,1758733061,3 months ago
PF000364,Viewpoint Housing Association Limited,ChIJFeogwna4h0gRLTI6x18MIcc,4,Bill Fell,4,,1729078385,a year ago
PF000364,Viewpoint Housing Association Limited,ChIJFeogwna4h0gRLTI6x18MIcc,4,Nazia Parveen,4,,1609400222,5 years ago
PF000659,Vista Properties and Development Ltd,ChIJF82HxJNjhkgRnBfTBVsHU7c,1,Donna Cruickshank,5,"I have been with Vista Properties for just over 3 years and the service is outstanding, I had to move property due to landlord selling cottage and I went to see the team at Vista and with 24hours, new flat organised and moved in with not problems, had flooring replaced as it was beyond cleaning and new flooring in kitchen due to a tear in flooring. 100% recommend using Vista, Great team that will all help you whenever they can to make everything so easy and streamline! Great work Guys and Girls!",1574347029,6 years ago
PF000659,Vista Properties and Development Ltd,ChIJF82HxJNjhkgRnBfTBVsHU7c,1,Cathy Petrie,5,"I’ve been a landlord with Vista for 4 yrs.
fantastic landlords, nothing is ever an issue for them.
From the office staff, owners to maintenance staff all very helpful and a quick service for any issues you may have.
They always go above and beyond
If you don’t see anything that you fancy always worth a call to see what’s coming up in the marketplace.
Would definitely recommend.",1574893142,6 years ago
PF000659,Vista Properties and Development Ltd,ChIJF82HxJNjhkgRnBfTBVsHU7c,1,Margaret McCarle,5,Vista properties have been our letting agent for over 6 years and they are excellent. Staff are very friendly and helpful and any problems are dealt with very quickly.,1631560785,4 years ago
PF000659,Vista Properties and Development Ltd,ChIJF82HxJNjhkgRnBfTBVsHU7c,1,Leigh Mitchell,5,"Have been with Vista for 6 years now, never had any issues and would highly recommend. The whole team are lovely and very friendly.",1574269803,6 years ago
PF000659,Vista Properties and Development Ltd,ChIJF82HxJNjhkgRnBfTBVsHU7c,1,Tommy H.,4,"The good:
- Staff is generally nice, however I would recommend to avoid contacting managing director directly as he seems to be always over worked
- Received my deposit back with no hassle
- Flat was very nice with basic white goods
- Problems have been fixed typically within 1-2 weeks

The not so good:
- Tenancy changeover was long and problematic for me so I wouldn't recommend a flat share",1469866920,9 years ago
PF000659,Vista Properties and Development Ltd,ChIJTZ8hxfljhkgRm1dMY6KHHYc,2,Kevin Shepherd,5,,1500071042,8 years ago
PF000404,Wanrobe Investments Limited,ChIJ98vfhepchkgRundHJDCi97o,3,Erik Kos,5,"Excellent communication. Very friendly. No problems with getting the whole deposit back.

I have rented a house with them for 3.5 years. I recommend Robertson Property Management!",1762721881,2 months ago
PF000404,Wanrobe Investments Limited,ChIJ98vfhepchkgRundHJDCi97o,3,Duncan Readle,2,"An overall decent letting agency severely let down by attempts to scam us and other tenants out of deposits.

We rented with RPM for two years, and throughout that had no real issues. Most issues we brought up got passed straight to the landlord who solved them promptly, and the letting agency were fast to respond and easy to communicate with.

When we decided to move out we were warned by a friend who had rented with them recently that they would try to come for our deposit on baseless grounds - in my friends case they initially tried to take his whole deposit before backing down to a still absurd £80 each when they challenged their claims.

Sure enough, shortly after moving out we were hit with a huge list of claims relating to cleaning, repairs and even removal of items that previous tenants had left in the flat. After we challenged the claims and demanded proof, we received a set of photos covering two of the flat's four rooms and about a third of the points they raised. We again challenged them, and eventually received the photos taken in the inspection before we moved in, which were of a laughable quality and completely confirmed every point we had been making about the state of the flat when we moved in. At this point they gave up.

The degree of incompetence and either apathy or malignance that the agency handles the inspection process with is frankly astonishing. I don't have enough evidence to confidently say that they have a pattern of preying on students but it seems likely. It's regrettable that this spoiled an otherwise decent letting experience.",1662802607,3 years ago
PF000404,Wanrobe Investments Limited,ChIJ98vfhepchkgRundHJDCi97o,3,Aimee Tawse,5,"I've had an incredible experience with this landlord and could not recommend Robertson Property enough!
I was put into an unfortunate circumstance some years ago and Robertson Property done everything they could to find me a property within my budget and support me during a very stressful time.
They responded quickly to any queries or issues I had and have been fantastic and friendly throughout the 7 years I have rented with them.",1629299949,4 years ago
PF000404,Wanrobe Investments Limited,ChIJ98vfhepchkgRundHJDCi97o,3,A MS,5,"Having transferred from a poor letting agency, I feel qualified and confident to recommend Robertson Property Management, as a highly efficient and reliable company with a good knowledge of property and the market both generally and locally. The staff are friendly and approachable while skilled and business-like. Basically they get the job done.
Well done and thank you.",1506358516,8 years ago
PF000404,Wanrobe Investments Limited,ChIJ98vfhepchkgRundHJDCi97o,3,Abby Chehade,5,"Excellent experience, application process was very fast. No issues whatsoever. I was always informed of any work going on several days in advance via email and they were more than fair when it came to the return of my deposit. Would absolutely let from them again and would recommend them to anyone.",1655577554,3 years ago
PF000404,Wanrobe Investments Limited,ChIJ_3ROTsdchkgRLXD5fiHO4Ug,4,Selin,5,"I’m so grateful to Westport Property for helping me find my student accommodation in Dundee. As an international student, I was a bit nervous, but their team was so kind, helpful, and easy to communicate with. They guided me through the whole process and made everything stress-free. I’m really happy with their support and would highly recommend them to any student looking for a great place to stay!",1762494336,2 months ago
PF000404,Wanrobe Investments Limited,ChIJ_3ROTsdchkgRLXD5fiHO4Ug,4,Arbin,5,"I rented a student accommodation through Westport Property and had a great experience. They were incredibly helpful, guiding me through every step and ensuring I had all the right documents. Highly recommend!",1763980429,a month ago
PF000404,Wanrobe Investments Limited,ChIJ_3ROTsdchkgRLXD5fiHO4Ug,4,Rajesh Shrestha,5,"Renting student accommodation in Dundee through Westport Property was a smooth and efficient experience. Adam was kind, professional, and attentive throughout the entire process, making sure all my questions were answered and that I felt comfortable every step of the way. His support truly made the difference.",1761885205,2 months ago
PF000404,Wanrobe Investments Limited,ChIJ_3ROTsdchkgRLXD5fiHO4Ug,4,shreezana lopchan,5,"As an international student preparing to move to Dundee, I reached out to Westport Property about student accommodation and life in the city. They were very patient, listened to all my questions, and explained everything clearly. I feel confident and reassured that finding accommodation will be smooth when I arrive. I truly trust their team and appreciate their support.",1763104775,a month ago
PF000404,Wanrobe Investments Limited,ChIJ_3ROTsdchkgRLXD5fiHO4Ug,4,Riyan A,5,"Searching and staying in a new city gave me a lot of tension and stress, but Westport Property made the entire process extremely smooth. Right from the start, the team helped me through all the property selections, property viewings, and all the paperwork with a lot of patience and clarity. They used to respond to all my queries in no time and made certain that I was comfortable during the whole process. Because of their assistance, I now have a great flat that serves all my requirements. I would most certainly recommend Westport to any and every person looking for student accommodation, as it is a very smooth process with no complications from start to end.",1757224470,4 months ago
PF000271,Waverley Housing,ChIJ4chPiNp9fUgRj4ZjHqTa1JQ,1,Julz Venom,5,"I have been with waverley housing myself for a few years now. Hands down the best in letting homes, they have always been accommodating, patient and happy to help if something (boiler for isntance) has broke down. The housing officers that have visited my tenancy have always been great, kind and have taken the time to say hi to my children. Waverley housing offers a range of houses to suit most needs and preferences to areas. They made signing my lease and easy and straight forward experience and I got the keys the same day. As I said I have been with them for a while. As for rent or arrears, they are really patient and 10 times out of 10 willing to help you find a solution. I find that that has taken alot of stress off myself and my family",1670412442,3 years ago
PF000271,Waverley Housing,ChIJ4chPiNp9fUgRj4ZjHqTa1JQ,1,Michael Lazzari,1,Absolutely shocking excuse for a housing association i contacted them regarding a danger of falling issue for a Disabled person due to overgrown foliage on one of their properties that has spread onto a next door neighbours path for to be told that it's not waverley housing associations problem even though it clearly states in their tenancy agreement contract that gardens must be kept to a reasonable standard and does not encroach onto a neighbours property. It's about time that the Scottish government look into Amateur such as these lot based in Hawick.,1660571400,3 years ago
PF000271,Waverley Housing,ChIJ4chPiNp9fUgRj4ZjHqTa1JQ,1,Jason Trimby,1,Disgusting attitude of company lazy workers and a joke of staff who don't even have basic manners. Can't even be bothered fixing my windows which in tenancy agreement says it has to be air and water tight which house is not and the fact of the rotten smell coming from neighbouring house and they do nothing joke of a landlord,1562066946,6 years ago
PF000271,Waverley Housing,ChIJ4chPiNp9fUgRj4ZjHqTa1JQ,1,The answer Is no,5,Waverley stepped up to the plate for me .. homeless  and a cancer sufferer in  a strange place 364 miles away from home and they were fantastic .. since moving in to my place they have been  so helpful.. my only complaint is some of my neighbours are sbha tenents who dont know the word respect let alone use it . waverley thank you .. 😁 mandy,1524050832,7 years ago
PF000271,Waverley Housing,ChIJ4chPiNp9fUgRj4ZjHqTa1JQ,1,Robert Doherty,1,WAVERLEY HOUSING is with out doubt the WORST LANDLORD in this country THEY are DISGUSTING AND AN UTTER DISGRACE .THEY LEFT SEWAGE CONTAMINATION IN CONCRETE  FOR YEARS in a flat which made TENANTS very ill and a family upstairs had to move away due to contsant ill health.    It took a court order for them to eventually. Bring the flat up to THE MINIMUM OF STANDARDS. THEY THEN AFTER BEING BEATEN IN COURT.spent years harassing THE tennant and tried to get a an eviction due to a mistake by tge council AT CHRISTMAS. WHICH FAILED .WAVERLEY HOUSING REALLY ARE THE LOWEST OF THE LOW. THE WORST BY FAR .PEOPLE ARE DESPERATE FOR HOUSES BUT SHOULD HAVE TO PUT UP WITH A LANDLORD AS BAD AS WAVERLEY HOUSING. POOR IN EVERY WAY.....JUST AVOID IF YOU CAN. AND GO TO ELDON OR SBHA .OR PRIVATE ...That was a year ago .Got their plumber in to sort a tap and blocked  sink and shower ..He left all the sludge in the sink .He kicked the bottom of the shower tray and burst it .left a tap with no water .and the wc screaming when its flushed ..He even stood on our mango plant and birst it .what a shower,1561487206,6 years ago
PF001002,Waverley Property Maintenance Limited,ChIJH3Z9OBf1j0gRxdet1V5Hd5M,3,Bill Mckinnon,4,,1513046246,8 years ago
PF000109,Wellhouse Housing Association Ltd,ChIJH_n5n4xBiEgRtiMw1ylRM7M,1,Tommy Heeps,2,Only visit when I really really have too great staff poor senior management though,1706570835,a year ago
PF000109,Wellhouse Housing Association Ltd,ChIJH_n5n4xBiEgRtiMw1ylRM7M,1,Richard Carlton,1,Ok where to begin first me and my fiance was acuesd of noise complaints that wasn't us and after a meeting with them we now have a 3 month review even thought they have no evidence of that can we seek compensation for it to show for it can we get an,1650929473,3 years ago
PF000109,Wellhouse Housing Association Ltd,ChIJH_n5n4xBiEgRtiMw1ylRM7M,1,Wabbit Stokes,1,Would give zero stars if I could,1700602166,2 years ago
PF000109,Wellhouse Housing Association Ltd,ChIJH_n5n4xBiEgRtiMw1ylRM7M,1,lorraine jamieson,5,Pleasant staff,1746602863,8 months ago
PF000109,Wellhouse Housing Association Ltd,ChIJH_n5n4xBiEgRtiMw1ylRM7M,1,Margaret Mclaren,1,"The place is covered in litter, standards should be much higher.",1637334043,4 years ago
PF000334,West Dunbartonshire Council,ChIJTfWtwvVTiEgRtXuccXb0VUU,1,Neil Stansfield,1,I'm not sure they know what they are doing,1721328114,a year ago
PF000334,West Dunbartonshire Council,ChIJTfWtwvVTiEgRtXuccXb0VUU,1,mazy leaf,5,Good to see old Beautiful building restored,1570608661,6 years ago
PF000334,West Dunbartonshire Council,ChIJTfWtwvVTiEgRtXuccXb0VUU,1,Ian Middleton,5,,1721423730,a year ago
PF000334,West Dunbartonshire Council,ChIJTfWtwvVTiEgRtXuccXb0VUU,1,Alice,1,,1689782325,2 years ago
PF000334,West Dunbartonshire Council,ChIJTfWtwvVTiEgRtXuccXb0VUU,1,Linda Rea,5,,1649978674,3 years ago
PF000334,West Dunbartonshire Council,ChIJ-2BE7qZSiEgRP8-dQueBYog,2,L O,5,Great experience with Irene & colleagues who were always so friendly. I let the agents do all the viewings on my behalf and was absolutely delighted with the sale price which was way beyond expectation. Thanks again.,1749140462,7 months ago
PF000334,West Dunbartonshire Council,ChIJ-2BE7qZSiEgRP8-dQueBYog,2,Katrina Henderson,5,"Excellent help and advice from a friendly and approachable team, in particular Allison and Gemma. Everyone in the team we dealt with were very professional and I would strongly recommend their services.",1749572810,7 months ago
PF000334,West Dunbartonshire Council,ChIJ-2BE7qZSiEgRP8-dQueBYog,2,IAIN mackay,5,"Cannot praise gemma,irene and the rest of the team at caledonia bureau high street dumbarton,marketed our property very professionaly and it sold within a couple of weeks.Kept in touch with us throughout the process.Absolutely stress free.",1747651754,7 months ago
PF000334,West Dunbartonshire Council,ChIJ-2BE7qZSiEgRP8-dQueBYog,2,Connor mclellan,5,"Sold the house within a week for a great price, all thanks to the excellent pictures and service given by Caledonia bureau. A special shout-out to Sharon, Gemma and Irene in Dumbarton for their fantastic customer service.",1720370505,a year ago
PF000334,West Dunbartonshire Council,ChIJ-2BE7qZSiEgRP8-dQueBYog,2,JacDave Bennett,5,"I would highly recommend Caledonia Bureau, Dumbarton. My first contact was Gemma and Emma at the office. Both are so friendly, efficient and helpful.  Also the inimitable Malcolm Button made the experience of selling our flat such a friendly one. He was so willing to chat things through and give his time. Overall the staff made the whole process very smooth and not a worry. I really would highly recommend.",1617897936,4 years ago
PF000334,West Dunbartonshire Council,ChIJsR3DbZxPiEgRtinQ-ggQ-7w,3,Nicola MacKinnon,1,"One star is too generous for this “company”. Each job takes an incredible amount of time to get started, if it ever gets started. It will have to become your part time job to chase them, frequently have to explain jobs/requests to them on their own overpriced portal or you’ll be doing their work for them by contacting contractors directly to get updates, invoices, reports of works, resolve poor workmanship due to lack of direction by 91bc. For every job being quoted you’ll have to be on site as contractors consistently have no idea why they are there or what they are quoting for, like us you’ll receive quotes for things and the wrong work will be undertaken.  Property Managers are on a revolving door, you won’t ever be told your property manager has changed. Communication is poor, fragmented and incredibly frustrating. They frequently blame appointed contractors for issues. They have even given out my personal details to contractors without permission, which is a breach of data protection. Every interaction I am somehow shocked at how inept they are.",1760357817,2 months ago
PF000334,West Dunbartonshire Council,ChIJsR3DbZxPiEgRtinQ-ggQ-7w,3,Claire,5,"Roofers Alex and Jamie from 91bc are like a breath of fresh air. I’ve had lots of problems with a leaking roof for years and various attempts have been made to fix it have not been successful. Alex and Jamie visited this morning, very polite and friendly, spent a lot of time inspected the roof space, repaired what they could then informed me of their assessment and intended repairs. With the heavy rain it is too dangerous to go out in the roof today so are planning to get a scaffold tower and detailed the repairs they will carry out next week (many slates needing replaced; glass in skylight needing replaced)I am so confident in what they reported and plan to do.I am delighted-at last 2 guys who know exactly what they are talking about and didn’t make me feel like I was exaggerating the problem. Thank you very Alex and Jamie, you were so polite and very helpful.Claire C",1765801878,3 weeks ago
PF000334,West Dunbartonshire Council,ChIJsR3DbZxPiEgRtinQ-ggQ-7w,3,Daniel Behrend,1,"I owned a property in Edinburgh that I let. 91BC were the factors. My very good tenants reported a problem which I immediately reported to 91BC. During the next 6 months they lied to me(their client) they lied to my property agent, they lied to the tenants. Some work needed doing and 91BC did everything to avoid doing it. My tenants wanted to buy the property but,understandably wanted the situation resolved. So, to ensure I could sell my property I had to reduce the price of the property by £720 in order for the tenants/purchasers to agree to buy. £720 was a quote for doing the work that 91BC should have done. So, 91BC, pay me what you owe me. Next stop, Scottish Ombudsman. In the meantime, if you are thinking of renting or buying a property that is managed by this shambles, don’t. Ps! Almost forgot. 91BC sent my final invoice(which I paid) to the new owners claiming they owner it! Not only was this totally wrong, 91BC broke every Data Protection Act going! They revealed my mother’s address! She’s livid.",1755196956,4 months ago
PF000334,West Dunbartonshire Council,ChIJsR3DbZxPiEgRtinQ-ggQ-7w,3,Angela O sullivan,5,"I have today needed the services of roofers in my property in Dennistoun- and was delighted with the two roofers who attended- Alex and Jamie . Both were there before I arrived, absolutely courteous and helpful- and true tradesmen . Highly recommended.",1761132629,2 months ago
PF000334,West Dunbartonshire Council,ChIJsR3DbZxPiEgRtinQ-ggQ-7w,3,Hayleigh Meg,1,"Absolutely appalling excuse of a factoring service. Massively inflated bills, threats of removal of owners belongings and consistent made up jobs to try and fund themselves money. When they're not pilfering their clients with monthly changing fees, and showing their embarrassing ineptitude such as not knowing what parts of a Street belong to which property ... they will tack on ridiculous commission and additional fees to cover their back of house changes and web updates. Avoid at all cost.",1761860930,2 months ago
PF000334,West Dunbartonshire Council,ChIJr71U1aZSiEgRvb6037vnrU8,4,Hayley Sinclair,5,"I am a homeowner on an estate that is half social housing, half owned - as a result we pay a factors fee for the shared grass areas, roads etc. I wouldn't usually think to review something like a HA but for a very minimal amount they have actually done a good job over the years with lots of visible works to trees and roads. Most recently they were very helpful when the winds brought down a fence between out own garden and the housing associations land. The fix was extremely prompt and no hassle to arrange with them.",1759851673,3 months ago
PF000334,West Dunbartonshire Council,ChIJr71U1aZSiEgRvb6037vnrU8,4,Siobhan Ireland,1,Absolutely disgusting Service and staff.. been having a problem with my home and energy efficiency for years and dunbritton has done absolutely nothing to help the matter just made it worse. Tell several lies so they don’t have to deal with the matter.. DISGUSTING,1696579987,2 years ago
PF000334,West Dunbartonshire Council,ChIJr71U1aZSiEgRvb6037vnrU8,4,Thomas Oneill,5,Social housing landlord of the highest quality - fair rents - good watertight accommodation and friendly efficient staff,1666774049,3 years ago
PF000334,West Dunbartonshire Council,ChIJr71U1aZSiEgRvb6037vnrU8,4,David Harvey,4,Staff are always helpful and don't keep you waiting,1528486135,7 years ago
PF000334,West Dunbartonshire Council,ChIJr71U1aZSiEgRvb6037vnrU8,4,David Campbell,5,god my mate a nice place to stay,1540594860,7 years ago
PF000334,West Dunbartonshire Council,ChIJp0PJdMRPiEgRuMlfTliO0oU,5,Frank Rodgers,5,Really  helpful  make moving house less stressful  than it needs to be,1751295878,6 months ago
PF000334,West Dunbartonshire Council,ChIJp0PJdMRPiEgRuMlfTliO0oU,5,Lucifer Morningstar,1,current tennent of knowes housing quite happy to take rent every 4 weeks not so great at maintaining there properties althogh they will happily bum up there own staff and management commitee all day long have been told recently no budget for proposed repairs to my property but have a standing ballance of 1.4 miliion in the bank have been left with dangerous outdoor areas not safe for my children from previous tennants,1695799696,2 years ago
PF000334,West Dunbartonshire Council,ChIJp0PJdMRPiEgRuMlfTliO0oU,5,Peter Fitzsimmons,1,Knowes housing have a potential fire risk on there roofs of all tenants without mesh around there solar panels.with the pidgons nesting underthem.and there not doing anything about it.they don't care about the safety of there residents unfortunately.,1711095977,a year ago
PF000334,West Dunbartonshire Council,ChIJp0PJdMRPiEgRuMlfTliO0oU,5,Angela “TheBarra” Parry,2,"I'm apparently disliked by KHA, my face doesn't fit, deal only when I have to not because they are good or helpful",1562025101,6 years ago
PF000334,West Dunbartonshire Council,ChIJp0PJdMRPiEgRuMlfTliO0oU,5,Manjinder Shergill,5,Yeah it's clean tidy office building for the Knowes housing association,1529907573,7 years ago
PF000933,West End Concept Ltd,ChIJAVTVg4FFiEgR7JOawnEIDAI,1,Hannah Bland,5,WestEnd Lettings are amazing!! They provide a truly fabulous service. I have used many letting agents in the past and the team at WestEnd Lettings are by far the best. They are highly organised and provide a tailored service. It is such a relief to know that your property is being so well cared for. My property manager is Dani and she is truly wonderful! She stands out for being very efficient and lovely. I cannot recommend her highly enough.,1761928509,2 months ago
PF000933,West End Concept Ltd,ChIJAVTVg4FFiEgR7JOawnEIDAI,1,Viswanath Jayasankar,5,"West End Letting and Sales have been an excellent estate agent. They are professional in their interactions and prompt in their communication.
They have made my tenancy comfortable and have liaised with the Landlord with all my queries.
Their online payment system works very well and have an efficient system to address tenant's issues.
Overall, highly recommend their services.
Special mention to Olivia and Kirsty at West End Letting and Sales.",1763130696,a month ago
PF000933,West End Concept Ltd,ChIJAVTVg4FFiEgR7JOawnEIDAI,1,Justin Bain,5,"Selling my flat in June 2025 was a significant milestone, and I feel incredibly fortunate to have had Lauren from West End Letting & Sales guiding me through every step of the process.

From our very first conversation, Lauren demonstrated an unwavering dedication to achieving the best possible outcome for me. Her knowledge of the local market meant that no opportunity was missed, and I always felt confident that my property was in the best hands.

Lauren’s crafted a compelling listing, arranged professional photography, and ensured my flat was presented in its best light across all channels. Her attention to detail and knack for highlighting the property’s unique features attracted a stream of interested buyers and ultimately led to a swift and successful sale.

What set Lauren apart was her genuine warmth and approachability. She was always available for a chat, promptly answered my questions, and kept me fully informed throughout the journey.

The closing stages of the deal presented a few unexpected challenges, but Lauren’s proactive intervention made all the difference. She navigated obstacles with professionalism and resourcefulness, keeping things on track and ensuring the process moved forward smoothly.

During the rare occasions when Lauren was unavailable, Kirsty stepped in seamlessly, offering timely support and maintaining the high standard of service I had come to expect.

I highly recommend Lauren and the team at West End Letting & Sales to anyone considering selling their property. Their professionalism, dedication, and personal approach turned a potentially stressful experience into something genuinely positive.",1759504984,3 months ago
PF000933,West End Concept Ltd,ChIJAVTVg4FFiEgR7JOawnEIDAI,1,Nevil Dsouza,5,"After three years residing in Glasgow, UK, I feel compelled to express my sincere appreciation for the exceptional level of professionalism and courtesy consistently demonstrated by the West End Letting team, particularly the property managers for my flat, Dani and Cerys.

Having experienced significant challenges with the commitment to emergency repairs from two previous letting agencies, I am thoroughly impressed with West End Letting’s highly organized digital system for tracking, reporting, and coordinating maintenance issues. This efficiency and dedication to service set them apart. I would wholeheartedly recommend West End Letting to any prospective tenant seeking excellent, professional service.

A special acknowledgment is also due to my landlady, who has always been incredibly supportive of my occasional requests and wonderfully generous in assisting with matters like paint and new fittings.",1759302338,3 months ago
PF000933,West End Concept Ltd,ChIJAVTVg4FFiEgR7JOawnEIDAI,1,Ailsa McDiarmid,5,"Wonderful 5* experience with West End Letting and Sales for the sale of our flat in Partick. Lauren and Kirsty went above and beyond to make the process stress free throughout, even when encountering multiple problems (out-with control) along the way. The whole process from start to finish was explained in great detail from the get go which was a huge benefit for first time novice sellers. The girls kept us very much up to date with sale progress/notes after viewings etc and provided exceptional advice regarding the sale with extensive knowledge of the market area. Such warm and friendly yet professional manners on the phone when dealing with serious matters. The whole process was flawless and I would highly recommend them for anyone looking to sell property in the Glasgow West End area. .",1759392960,3 months ago
PF000933,West End Concept Ltd,ChIJe1FJ6c9FiEgR27zwi3ucmI4,3,Duo Long,5,"Seamless Selling and Buying Experience – Highly Recommended!

We recently sold our house and bought our new home through Clyde Property West End, and the entire experience was absolutely outstanding from start to finish.

The team (Rachel and Jack to name a couple) was professional, responsive, and incredibly knowledgeable. They guided us through both transactions with clarity and confidence, making what could have been a stressful process feel smooth and well-managed. Their advice on pricing and marketing helped our property sell quickly and at a price we were happy with.

On the buying side, their communication was excellent throughout, and we always felt informed and supported at every stage.

We’re so grateful for their hard work, honesty, and dedication. We wouldn’t hesitate to recommend Clyde Property West End to anyone looking to sell or buy a home. A true five-star service!",1758910919,3 months ago
PF000933,West End Concept Ltd,ChIJe1FJ6c9FiEgR27zwi3ucmI4,3,Rachel Todd,5,"I would highly recommend Clyde Property West End! They have been absolutely fantastic in helping me sell my property. Millie was especially great – always helpful and proactive. She guided me through the process and kept me regularly updated, which made the whole experience smooth and stress-free. I wouldn't hesitate to use Clyde Property again when it's time to sell my next home.",1757079789,4 months ago
PF000933,West End Concept Ltd,ChIJe1FJ6c9FiEgR27zwi3ucmI4,3,Thereza Raquel Sales de Aguiar,5,"Services from Clyde were very reliable. The support from the entire team, especially from Rachel and Jack, was really helpful to make the process of selling a property smoothly.",1762507016,2 months ago
PF000933,West End Concept Ltd,ChIJe1FJ6c9FiEgR27zwi3ucmI4,3,Darren Keogh,5,Clyde property have been great in helping me find the flat of my dreams. Kept me up to date on all properties of interest followed up after each visit to answer any questions I might have had. Very helpful with excellent communication throughout! Isla K,1755269274,4 months ago
PF000933,West End Concept Ltd,ChIJe1FJ6c9FiEgR27zwi3ucmI4,3,Jeremy Fischer,1,"had a poor experience where I’d booked a viewing, showed up, rung the doorbell and was unable to get into the property or reach the company by phone for around 20 minutes, at which point i gave up and left.

on the coming monday, i was told they were “definitely in the property” and that the agents can’t be contacted because they are not given business phones, making them impossible to reach.
I didn’t receive any kind of apology from them for wasting my time, which was disrespectful.",1755675357,4 months ago
PF000933,West End Concept Ltd,ChIJw1caHoNFiEgRwRcjAKspL6k,4,Jackie,1,"We were a tenant with this organisation for 3 years - I’ve always had private landlords and had heard of the issues that people have with lettings agents, I thought surely it can’t be that bad?

I was wrong.

Every single issue we had whilst living at our flat was always left a ridiculously long time (roof leaks, toilet leaks etc) or a mistake would happen from their side, over complicate everything and then it would be a big mess. It actually got so bad that we ended up dealing with our landlords directly.

When we handed in our notice, we just knew there would be issues as that’s how Clyde Property operate.

They tried to change our utilities provider one month before moving out - to which I had to spend an afternoon sorting out as we were infact leaving - which confused everyone. They sent a photographer to take photos of our flat the week before we had left, so someone was trying to get into our flat whilst still there. They messed up our inspection date and were told on multiple occasions the locks were changed during our tenancy, but of course they gave the old keys to the inspector which in turn meant our inspection was done one day later whilst our landlord had sorted someone to fit a new boiler. When we did get the half done inspection, our address was completely wrong. I was so nervous about dealing with this organisation after vacating because their attention to detail and lack of communication is honestly some of the worst experiences I’ve ever had!

Fortunately, we had a very good relationship with our landlords directly and they were happy to release our deposit ASAP. Sounds like there would have been delays otherwise.

The departments lack of speaking to one another and the lack of attention to detail had been infuriating to say the least. More often than not, you’re speaking to someone who can’t be bothered to be polite enough and can’t accept their mistakes. We will never deal with this company on any capacity again, it was that bad. An absolute shambles at every possible step.",1765280799,a month ago
