factor_registration_number,factor_name,google_place_id,google_name,rating,review_count,address,phone,website,is_verified,google_maps_url,latitude,longitude,location_number,business_status,business_types
PF000111,Rentolease Property Management Ltd,ChIJD7EUBPTTiUgRPkY2U6edZNw,Rentolease,4.4,82,"123 Main St, Prestwick KA9 1LA, UK",01292 471482,http://www.rentolease.co.uk/,True,https://maps.google.com/?cid=15880991527996376638,55.4986331,-4.610928500000001,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000111,Rentolease Property Management Ltd,ChIJoWbhq5nRiUgRF06ZuGvJH_g,Rentolease,4.8,5,"52 Templehill, Troon KA10 6BE, UK",01292 317507,http://www.rentolease.co.uk/,True,https://maps.google.com/?cid=17879230510179896855,55.5444105,-4.6668066,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000763,Residential Management Group Scotland Limited,ChIJnzt1U4RGiEgR7BKYqU4SqjA,RMG Scotland,1,63,"Unit 6, 95 Morrison St, Kinning Park, Glasgow G5 8BE, UK",0345 002 4499,http://rmgscotland.com/,True,https://maps.google.com/?cid=3506635388923417324,55.8537469,-4.2694424,1,OPERATIONAL,"establishment, point_of_interest"
PF000871,Ritchie Leasing Limited,ChIJfxUnYyMchEgR1pKQ_tphvxI,Ritchie Leasing Ltd,3.1,9,"3 Market Sq, Stonehaven AB39 2BT, UK",01569 303103,https://www.ritchieleasing.co.uk/,True,https://maps.google.com/?cid=1350906006436090582,56.9640458,-2.2083644,1,OPERATIONAL,"establishment, finance, point_of_interest"
PF000152,River Clyde Homes,ChIJV6p8FiOuiUgR_I8cZJ1OrxA,River Clyde Homes,2.9,83,"Clyde View, 22 Pottery St, Greenock PA15 2UZ, UK",01475 788887,https://www.riverclydehomes.org.uk/,True,https://maps.google.com/?cid=1202266063427637244,55.9402334,-4.7211801,1,OPERATIONAL,"establishment, point_of_interest"
PF000463,Robert Smith,ChIJtdjruIoVhkgRifeomto_Rcg,Robert Smith Contractors Ltd,5,1,"Strathview, Alyth Rd, Rattray, Blairgowrie and Rattray, Blairgowrie PH10 7HF, UK",01250 873128,http://www.groundworks-scotland.co.uk/,True,https://maps.google.com/?cid=14431010789108807561,56.5974855,-3.3175927,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000463,Robert Smith,ChIJ160LrpBDiEgR9oHUKy3BiFY,Mike Smith Properties,4.9,54,"6 Ingleside, Lenzie, Glasgow G66 4GN, UK",0141 776 2621,http://www.mikesmithproperties.co.uk/,True,https://maps.google.com/?cid=6235446083847487990,55.9274293,-4.1569028,3,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000463,Robert Smith,ChIJjV-LsyBEiEgR0YysbNFyojI,Redpath Bruce Property Management Limited Glasgow,2.2,90,"152 W Regent St, Glasgow G2 2RQ, UK",0141 332 9041,http://www.redpathbruce.co.uk/,True,https://maps.google.com/?cid=3648604891920501969,55.8636665,-4.2605485,5,OPERATIONAL,"establishment, finance, point_of_interest"
PF000524,Robertson Property Management Limited,ChIJ98vfhepchkgRundHJDCi97o,Robertson Property Management Ltd,3.4,20,"76 E Dock St, Dundee DD1 3LH, UK",01382 229999,https://robertsonpm.co.uk/,True,https://maps.google.com/?cid=13472415137952921530,56.4669781,-2.9438149,1,OPERATIONAL,"establishment, point_of_interest"
PF000782,Rockford Properties Ltd,ChIJpec8cwBdhkgRdiQfsitvnuE,Rockford Properties,1.5,41,"50 Castle St, Dundee DD1 3AQ, UK",01382 223828,https://rockfordproperties.co.uk/contact-rockford/,True,https://maps.google.com/?cid=16257553938316731510,56.4602961,-2.9676625,1,OPERATIONAL,"establishment, point_of_interest"
PF000272,Rosehill Housing Co-operative Limited,ChIJ1znGPYpIiEgRtpCQotlqaVM,Rosehill Housing Co-operative Ltd,4.3,35,"250 Peat Rd, Glasgow G53 6SA, UK",0141 881 0595,http://www.rosehillhousing.co.uk/,True,https://maps.google.com/?cid=6010452660670468278,55.8169412,-4.353089199999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000196,Ross & Liddell Ltd,ChIJgQC94j1HiEgRZOw7In0ntkg,Ross + Liddell Ltd,5,1,"60 St Enoch Sq, Glasgow G1 4AW, UK",0141 221 9266,https://ross-liddell.com/,True,https://maps.google.com/?cid=5239418634890898532,55.857085,-4.255967399999999,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000196,Ross & Liddell Ltd,ChIJq6oGANBFiEgRTJGXgKOAAHA,Ross & Liddell,3,2,"89 Byres Rd, Glasgow G11 5HN, UK",,https://ross-liddell.com/,True,https://maps.google.com/?cid=8070591971973370188,55.8720855,-4.2977041,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000559,Ruchazie Housing Association Limited,ChIJzVgjTtFDiEgRc0DuJXWWaLs,Ruchazie Housing Association,3.8,8,"24 Avondale St, Glasgow G33 3QS, UK",0141 774 4433,https://ruchazieha.co.uk/,True,https://maps.google.com/?cid=13504208912562143347,55.8712828,-4.1728252,1,OPERATIONAL,"establishment, point_of_interest"
PF000330,Rural Stirling Housing Association,ChIJpyDx4M6LiEgRDN1jyBobf6Q,Rural Stirling Housing Association,2.9,15,"A84, Doune FK16 6AA, UK",01786 841101,http://www.rsha.org.uk/,True,https://maps.google.com/?cid=11853222546107522316,56.1900114,-4.0559498,1,OPERATIONAL,"establishment, point_of_interest"
PF000345,Rutherglen and Cambuslang Housing Association Ltd,ChIJ0cH12i1BiEgR_kklMgKcnUY,Rutherglen & Cambuslang Housing Association,3.1,16,"16 Farmeloan Rd, Rutherglen, Glasgow G73 1DL, UK",0141 647 4917,http://www.randcha.co.uk/,True,https://maps.google.com/?cid=5088394687243700734,55.8285515,-4.2100691,1,OPERATIONAL,"establishment, point_of_interest"
PF000345,Rutherglen and Cambuslang Housing Association Ltd,ChIJH4U5vv1AiEgRZbtRgsegGbQ,Rutherglen & Cambuslang Housing Office,2.3,3,"27 Main St, Cambuslang, Glasgow G72 7EX, UK",0141 613 5560,,True,https://maps.google.com/?cid=12977580579990125413,55.8190902,-4.1671798,2,OPERATIONAL,"establishment, point_of_interest"
PF000124,Sanctuary Scotland Housing Association Ltd,ChIJ13Q6gYhIiEgRZbfgFBGFmuU,Sanctuary Scotland - Glasgow,2.4,59,"7 Freeland Dr, Glasgow G53 6PG, UK",0800 131 3348,https://www.sanctuary-scotland.co.uk/local-to-you/glasgow,True,https://maps.google.com/?cid=16544682489510147941,55.8174213,-4.3462018,1,OPERATIONAL,"establishment, point_of_interest"
PF000124,Sanctuary Scotland Housing Association Ltd,ChIJS6Ww-U5viEgRS7YgkBbRFTM,Sanctuary Scotland - Cumbernauld,2.4,47,"Block 3 Office 77, 78 Burns Rd, Cumbernauld, Glasgow G67 2DQ, UK",0800 131 3348,https://scotland.sanctuary.co.uk/our-local-areas-north-lanarkshire,True,https://maps.google.com/?cid=3681078165282797131,55.9524565,-3.9791982,2,OPERATIONAL,"establishment, point_of_interest"
PF000124,Sanctuary Scotland Housing Association Ltd,ChIJfSvbrtgRhEgR9f_okEbw5eQ,Sanctuary Scotland Housing Association - Aberdeen,2.3,52,"2 Donside Village Square, Aberdeen AB24 2PL, UK",01224 283500,,True,https://maps.google.com/?cid=16493853396183875573,57.1743385,-2.1113054,4,OPERATIONAL,"establishment, point_of_interest"
PF000124,Sanctuary Scotland Housing Association Ltd,ChIJwxURrAhHiEgRcUp30Mxwqck,Sanctuary Scotland,1.8,8,"26 Glenmore Ave, Glasgow G42 0EH, UK",,https://www.sanctuary-scotland.co.uk/local-to-you/glasgow,True,https://maps.google.com/?cid=14531269697660734065,55.8266463,-4.2336992,5,OPERATIONAL,"establishment, point_of_interest"
PF001000,SC Business Gateway Ltd,ChIJjTbZDbFFiEgRrYT3KtAS6M4,S C Business Gateway Ltd,,0,"3/F, 65 Bath St, Glasgow G2 2BX, UK",07411 588188,,True,https://maps.google.com/?cid=14909187251693388973,55.86369320000001,-4.2569138,1,OPERATIONAL,"establishment, point_of_interest"
PF001000,SC Business Gateway Ltd,ChIJpYXI-iARhEgR4qUcS5ICAnA,Business Gateway Aberdeen,4.9,20,"Woodhill House, Westburn Rd, Aberdeen AB16 5GB, UK",01467 535353,https://bgateway.com/aberdeen,True,https://maps.google.com/?cid=8071016309549999586,57.15328100000001,-2.1479759,2,OPERATIONAL,"establishment, point_of_interest"
PF001000,SC Business Gateway Ltd,ChIJz7idVJ5GiEgRrrfr1u1Yn18,Business Gateway Glasgow,3.4,19,"231 George St, Glasgow G1 1RX, UK",0141 319 4697,http://www.bgateway.com/local-offices/glasgow/,True,https://maps.google.com/?cid=6890323733436413870,55.8610106,-4.2465144,3,OPERATIONAL,"establishment, point_of_interest"
PF001000,SC Business Gateway Ltd,ChIJjw0dt4jHh0gRQyC6-6ZspiE,Business Gateway Edinburgh,4.4,32,"Waverley Court, 4 E Market St, Edinburgh EH8 8BG, UK",0131 516 9814,http://www.bgateway.com/local-offices/edinburgh/,True,https://maps.google.com/?cid=2424744913829240899,55.951803,-3.183438,4,OPERATIONAL,"establishment, point_of_interest"
PF000213,Scottish Borders Housing Association,ChIJY352-dSFh0gRsF3yTHxbL38,Scottish Borders Housing Association,3.4,57,"South Bridge House, Whinfield Rd, Selkirk TD7 5DT, UK",01750 724444,http://www.sbha.org.uk/,True,https://maps.google.com/?cid=9164644356147273136,55.550788,-2.8476244,1,OPERATIONAL,"establishment, point_of_interest"
PF000121,Scottish Woodlands Ltd,ChIJpyJH2z_Eh0gRz-Q1jRelh5M,Scottish Woodlands Ltd,5,1,"Research Park, Riccarton Dr, Edinburgh, Currie EH14 4AP, UK",0131 451 5154,http://www.scottishwoodlands.co.uk/,True,https://maps.google.com/?cid=10630646966003295439,55.91634639999999,-3.3159563,1,OPERATIONAL,"establishment, point_of_interest"
PF000121,Scottish Woodlands Ltd,ChIJA9Y-2FbEh0gRCivxQCdGLuA,Scottish Woodlands,2,4,"2 Roddinglaw Rd, Roddinglaw Business Pk, Edinburgh EH12 9DB, UK",0131 451 5154,https://www.scottishwoodlands.co.uk/contact/,True,https://maps.google.com/?cid=16153926047831763722,55.9266994,-3.3441038,2,OPERATIONAL,"establishment, point_of_interest"
PF000121,Scottish Woodlands Ltd,ChIJ22-n16okhkgRvBAeMNr-rP0,Scottish Woodlands Ltd (Investment Division),5,1,"Unit 2, Spectrum House Inveralmond Place, Perth PH1 3TS, UK",01738 505277,https://www.scottishwoodlands.co.uk/services/investment/#goto-introduction,True,https://maps.google.com/?cid=18279265200653603004,56.4174502,-3.4709862,3,OPERATIONAL,"establishment, finance, point_of_interest"
PF000121,Scottish Woodlands Ltd,ChIJs5bZB82DiUgRp6gEqkHF0V8,Scottish Woodlands Ltd,5,3,"Smithy Ln, Lochgilphead PA31 8TA, UK",01546 602200,,True,https://maps.google.com/?cid=6904516589551659175,56.0370433,-5.4341936,4,OPERATIONAL,"establishment, point_of_interest"
PF000121,Scottish Woodlands Ltd,ChIJbcE7NKkkhkgRBMLoEIsEht8,Scottish Woodlands Ltd,4.3,4,"Inveralmond Industrial Estate, Ruthvenfield Rd, Perth PH1 3EE, UK",01738 625128,https://www.scottishwoodlands.co.uk/,True,https://maps.google.com/?cid=16106566112667812356,56.4182492,-3.4676971,5,OPERATIONAL,"establishment, point_of_interest"
PF000899,Select Premier Letting Ltd,ChIJ6SXmT4ATiEgRlZ4E-4BSi3o,Select Premier Letting (Property Management) Ltd,5,3,"44a Ryde Rd, Wishaw ML2 7DX, UK",01698 355618,https://www.selectpropertyltd.co.uk/,True,https://maps.google.com/?cid=8830242208310664853,55.7787916,-3.9123722,1,OPERATIONAL,"establishment, point_of_interest"
PF000899,Select Premier Letting Ltd,ChIJA3kqIHITiEgRNqzxlEGr0E0,Select Property,4.6,14,"3 Stewarton St, Wishaw ML2 8AA, UK",01698 355618,http://www.selectpropertyltd.co.uk/,True,https://maps.google.com/?cid=5607169834236357686,55.7733856,-3.9190205,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000909,Sentry Management Ltd,ChIJE00jk-xFiEgRby8zUSLAehc,Sentry - Property Factoring & Commercial Management,4.9,23,"95 W Regent St, Glasgow G2 2BA, UK",0141 212 4489,http://www.sentry.scot/,True,https://maps.google.com/?cid=1691875863654772591,55.863122,-4.2587073,1,OPERATIONAL,"establishment, point_of_interest"
PF000175,Shafaatulla Property Management Limited,ChIJnQzQLLtIiEgRL-qUdW8cOe4,Shafaatulla Property Management,5,11,"711 Pollokshaws Rd, Glasgow G41 2AA, UK",0141 404 5457,http://www.spmglasgow.co.uk/,True,https://maps.google.com/?cid=17165782719738997295,55.8359671,-4.2707212,1,OPERATIONAL,"establishment, point_of_interest"
PF000226,Shettleston Housing Association Limited,ChIJu2G1rXFBiEgRaUdvq7L92NY,Shettleston Housing Association,3.5,57,"65 Pettigrew St, Glasgow G32 7XR, UK",0141 763 0511,https://www.shettleston.co.uk/,True,https://maps.google.com/?cid=15481402662908282729,55.85125799999999,-4.1724291,1,OPERATIONAL,"establishment, point_of_interest"
PF000373,Shire Housing Association Limited,ChIJJzJJnMQniEgRSiM9OctTtQg,Shire Housing Association Ltd,4.1,32,"Netherthird House, 15 Glaisnock Rd, Cumnock KA18 3DB, UK",01290 421130,http://www.shirehousing.co.uk/,True,https://maps.google.com/?cid=627499855391826762,55.44552789999999,-4.256113099999999,1,CLOSED_TEMPORARILY,"establishment, point_of_interest"
PF000531,Simply Factors Limited,ChIJAQBkGQ-4h0gRjiiHrdTsaKM,Simply Factors Limited,4.3,7,"17, 17a, 17 Academy St, Leith, Edinburgh EH6 7EE, UK",,https://www.simplyfactors.com/,True,https://maps.google.com/?cid=11774921623948699790,55.9708335,-3.1702112,1,OPERATIONAL,"establishment, point_of_interest"
PF000184,South Lanarkshire Council,ChIJl6rnqaVqiEgRA4yRHhXhtbw,South Lanarkshire Council - Community Resources,4.1,9,"18 Forrest St, Blantyre, Glasgow G72 0JP, UK",0303 123 1020,https://www.southlanarkshire.gov.uk/info/200171/council_departments/589/community_and_enterprise_resources,True,https://maps.google.com/?cid=13598022130738498563,55.7921456,-4.0808839,1,OPERATIONAL,"establishment, point_of_interest"
PF000184,South Lanarkshire Council,ChIJidnvUykViEgRli8Q_fgdPcM,South Lanarkshire Council housing repairs,1.8,23,"Brandon Gate, 1 Leechlee Rd, Hamilton ML3 0XB, UK",0303 123 1015,,True,https://maps.google.com/?cid=14068433766210088854,55.774309,-4.0390223,2,OPERATIONAL,"establishment, point_of_interest"
PF000184,South Lanarkshire Council,ChIJH4U5vv1AiEgRdNqFHPu04BE,South Lanarkshire Council,3,5,"Council offices, 27 Main St, Cambuslang, Glasgow G72 7EX, UK",0303 123 1012,http://www.southlanarkshire.gov.uk,True,https://maps.google.com/?cid=1288228484036287092,55.8190908,-4.166949799999999,3,OPERATIONAL,"establishment, local_government_office, point_of_interest"
PF000184,South Lanarkshire Council,ChIJD_hfECoViEgRGzmIN3uUYpU,RentLocally Lanarkshire - Property Management & Letting Agency,4,59,"42-46 Cadzow St, Hamilton ML3 6DS, UK",01698 200591,https://rentlocally.co.uk/,True,https://maps.google.com/?cid=10764329316302469403,55.7766092,-4.0351884,4,OPERATIONAL,"establishment, point_of_interest"
PF000184,South Lanarkshire Council,ChIJt7v3NwdAiEgRI4rCqnfHG7s,South Lanarkshire Council Headquarters,2.8,38,"Almada St, Hamilton ML3 0AA, UK",0303 123 1015,http://www.southlanarkshire.gov.uk/,True,https://maps.google.com/?cid=13482589226243623459,55.7791971,-4.0502701,5,OPERATIONAL,"establishment, point_of_interest"
PF001051,Southside Housing Association Limited,ChIJU3bt9IpGiEgRi75Dui_1FSg,Southside Housing Association Ltd,3.2,100,"135 Fifty Pitches Rd, Glasgow G51 4EB, UK",0141 422 1112,http://www.southside-ha.org/,True,https://maps.google.com/?cid=2888484321365311115,55.8538254,-4.3461437,1,OPERATIONAL,"establishment, point_of_interest"
PF001051,Southside Housing Association Limited,ChIJxQqnBoTHh0gRpjUM1POheHY,Southside Property Management,4.6,1350,"20 Nicolson St, Edinburgh EH8 9DH, UK",0131 510 0051,https://southsidemanagement.com/,True,https://maps.google.com/?cid=8536751162287469990,55.9463539,-3.1851692,2,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF001051,Southside Housing Association Limited,ChIJeY4SKopGiEgRNFQ9gB8WNLE,Southside Housing Support,4.6,5,"435 Shields Rd, Glasgow G41 1NP, UK",0141 422 1112,http://southside-ha.org/,True,https://maps.google.com/?cid=12768855168053498932,55.844972,-4.2752138,3,OPERATIONAL,"establishment, point_of_interest"
PF000323,Southside Lettings,ChIJxQqnBoTHh0gRpjUM1POheHY,Southside Property Management,4.6,1350,"20 Nicolson St, Edinburgh EH8 9DH, UK",0131 510 0051,https://southsidemanagement.com/,True,https://maps.google.com/?cid=8536751162287469990,55.9463539,-3.1851692,1,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000323,Southside Lettings,ChIJs8qsCvNGiEgR1AlyKlF3uYY,Southside Letting,,0,"613 Pollokshaws Rd, Glasgow G41 2QG, UK",,,True,https://maps.google.com/?cid=9707921662261987796,55.837508,-4.268624,3,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000568,SouthSide Property Factors Ltd,ChIJxQqnBoTHh0gRpjUM1POheHY,Southside Property Management,4.6,1350,"20 Nicolson St, Edinburgh EH8 9DH, UK",0131 510 0051,https://southsidemanagement.com/,True,https://maps.google.com/?cid=8536751162287469990,55.9463539,-3.1851692,1,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000568,SouthSide Property Factors Ltd,ChIJU3bt9IpGiEgRi75Dui_1FSg,Southside Housing Association Ltd,3.2,100,"135 Fifty Pitches Rd, Glasgow G51 4EB, UK",0141 422 1112,http://www.southside-ha.org/,True,https://maps.google.com/?cid=2888484321365311115,55.8538254,-4.3461437,3,OPERATIONAL,"establishment, point_of_interest"
PF000568,SouthSide Property Factors Ltd,ChIJs8qsCvNGiEgR1AlyKlF3uYY,Southside Letting,,0,"613 Pollokshaws Rd, Glasgow G41 2QG, UK",,,True,https://maps.google.com/?cid=9707921662261987796,55.837508,-4.268624,4,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000160,Speirs Gumley Property Management Limited,ChIJ9xXMAydEiEgRo7Xyyr5AnLM,Speirs Gumley,2.3,170,"Red Tree Magenta, 270, Glasgow Rd, Rutherglen, Glasgow G73 1UZ, UK",0141 332 9225,http://www.speirsgumley.com/,True,https://maps.google.com/?cid=12942290617348830627,55.8369107,-4.2260848,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000273,Spire View Housing Association Limited,ChIJyT2wNQdEiEgRlNnOIIIqhWs,Spire View Housing Association,4.3,19,"43 Tharsis St, Glasgow G21 2JF, UK",0141 552 7928,http://www.spireview.org.uk/,True,https://maps.google.com/?cid=7747645472345348500,55.8686624,-4.225772099999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000273,Spire View Housing Association Limited,ChIJEXVYYIZPiEgRN_VXCfAYo2A,Pineview Housing Association ltd,3.3,10,"5 Rozelle Ave, Glasgow G15 7QR, UK",0141 944 3891,https://pineview.org.uk/,True,https://maps.google.com/?cid=6963436868072895799,55.9119926,-4.354882,2,OPERATIONAL,"establishment, point_of_interest"
PF001110,Staffin Community Trust Ltd,ChIJdRWMN8vPjUgReyg1pYIkO3c,Staffin Community Hall,4.7,12,"A855, Highland IV51 9JS, Portree IV51 9JS, UK",,,True,https://maps.google.com/?cid=8591500857675425915,57.628415,-6.2101425,1,OPERATIONAL,"establishment, point_of_interest"
PF001003,Stand Property Limited,ChIJzTa7X5tXhkgRaLW8m63CU-c,STAND Property,4.6,36,"50 Argyle St, St Andrews KY16 9BU, UK",01334 477011,http://www.standrewsletting.com/,True,https://maps.google.com/?cid=16668880696726304104,56.3383999,-2.8036231,1,OPERATIONAL,"establishment, lodging, point_of_interest, real_estate_agency, travel_agency"
PF000493,Taylor Martin Property Management Ltd,ChIJsaxRtWBFiEgRWYzuCsmQ4OM,Taylor & Martin Property Factors Glasgow,4.2,80,"4 Berkeley St., Glasgow G3 7DW, UK",0141 353 3049,https://www.taylorandmartin.co.uk/our-services-property-management-glasgow/,True,https://maps.google.com/?cid=16420283434539060313,55.8654525,-4.2717997,1,OPERATIONAL,"establishment, point_of_interest"
PF000493,Taylor Martin Property Management Ltd,ChIJtXNV5MvHh0gRlJZy08FiP2w,Taylor & Martin Property Factors Edinburgh,5,6,"Gogar, Mains House, Farm Road, Gogar, Ingliston, Mains EH12 9BP, UK",0131 610 3049,https://taylorandmartin.co.uk/,True,https://maps.google.com/?cid=7800061664244700820,55.9445255,-3.3445531,2,OPERATIONAL,"establishment, point_of_interest"
PF001031,THA Park Ecovillage Findhorn Limited,ChIJIeYw0xt3hUgRNBAdeaPOdY8,"The Park Ecovillage, Findhorn Community",4.6,57,"The Park, Findhorn, Forres IV36 3TZ, UK",,https://www.visitecovillagefindhorn.uk/,True,https://maps.google.com/?cid=10337395721205780532,57.653108,-3.592963,1,OPERATIONAL,"establishment, point_of_interest"
PF000350,The City of Edinburgh Council,ChIJqYyJwJrHh0gRfCVkztGPMTs,The City of Edinburgh Council,2,43,"249 High St, Edinburgh EH1, UK, UK",0131 200 2000,http://www.edinburgh.gov.uk/,True,https://maps.google.com/?cid=4265348453370176892,55.9501605,-3.1897981,1,OPERATIONAL,"establishment, point_of_interest"
PF000350,The City of Edinburgh Council,ChIJHWvBxVO4h0gRx5IsQaOsHQ4,The City Of Edinburgh Council,1.9,66,"Waverley Court, 4 E Market St, Edinburgh EH8 8BG, UK",0131 469 3033,https://www.edinburgh.gov.uk/,True,https://maps.google.com/?cid=1017158908028687047,55.9516758,-3.1834373,2,OPERATIONAL,"establishment, point_of_interest"
PF000350,The City of Edinburgh Council,ChIJ7WrKqSDEh0gRgfCR5L0wE-A,The City Of Edinburgh Council,1.9,50,"10, Westside Plaza, Edinburgh EH14 2ST, UK",0131 527 3800,https://www.edinburgh.gov.uk/,True,https://maps.google.com/?cid=16146302681195081857,55.9161812,-3.2863546,3,OPERATIONAL,"establishment, local_government_office, point_of_interest"
PF000350,The City of Edinburgh Council,ChIJaRCJ94XHh0gRaSa2NyUlG28,The City of Edinburgh Council,1.6,34,"42 High St, Edinburgh EH1 1TG, UK",0131 200 2000,http://www.edinburgh.gov.uk/,True,https://maps.google.com/?cid=8006033604359890537,55.9503528,-3.1855237,4,OPERATIONAL,"establishment, local_government_office, point_of_interest"
PF000350,The City of Edinburgh Council,ChIJDy90sDHGh0gR900s3dCpaf0,Edinburgh Council,3.2,15,"8 W Pilton Gardens, Edinburgh EH4 4DP, UK",,https://www.edinburgh.gov.uk/,True,https://maps.google.com/?cid=18260312878679346679,55.9700849,-3.2479112,5,OPERATIONAL,"establishment, point_of_interest"
PF000590,The Element Factors Ltd,ChIJSzXF0wDIh0gRMcwDZX1xwRY,The Element Factors,5,1,"2/1 Western Hbr Midway, Leith, Edinburgh EH6 6PN, UK",0131 600 0678,https://www.theelementfactors.co.uk/,True,https://maps.google.com/?cid=1639716522719169585,55.9857703,-3.1893635,1,OPERATIONAL,"establishment, point_of_interest"
PF000793,The Estates Office Limited,ChIJbWzf4ydniUgRCIgLX64BjKU,The Estates Office Argyll,5,3,"The Old Bank, 6 Argyll Square, Oban PA34 4AZ, UK",01631 705480,https://www.theestatesofficeargyll.com/,True,https://maps.google.com/?cid=11928911361428129800,56.4121102,-5.4716702,1,OPERATIONAL,"establishment, point_of_interest"
PF000215,The Highland Council,ChIJATMKUFJxj0gRwuEVGo2dJok,Scottish Highland Property,4.5,6,"11 Queensgate, Inverness IV1 1DF, UK",01463 715175,http://www.scottishhighland.com/,True,https://maps.google.com/?cid=9882759661664723394,57.47935210000001,-4.2257085,1,OPERATIONAL,"establishment, finance, lawyer, point_of_interest, real_estate_agency"
PF000215,The Highland Council,ChIJqzHD4YVfj0gRa-ix6h-l3wo,Highland Property Services,4.2,6,"Grampian Rd, Station Square, Aviemore PH22 1PD, UK",01479 810020,http://www.highlandpropertyservices.co.uk/,True,https://maps.google.com/?cid=783526416685852779,57.1880985,-3.829134199999999,3,OPERATIONAL,"establishment, point_of_interest"
PF000215,The Highland Council,ChIJR--6eEebj0gRWve9e220tsM,Highland Residential,4.6,10,"98-100 High St, Invergordon IV18 0DL, UK",01463 701271,http://www.highlandresidential.co.uk/,True,https://maps.google.com/?cid=14102657665477769050,57.6884124,-4.1671672,4,OPERATIONAL,"establishment, health, point_of_interest, real_estate_agency"
PF000215,The Highland Council,ChIJ0QoiUVJxj0gRtulmGPALhNA,Highland Solicitors Property Centre Ltd,4.1,37,"Suite 242, 8 Academy St, Inverness IV1 1EA, UK",01463 231173,http://www.hspc.co.uk/,True,https://maps.google.com/?cid=15025147382644271542,57.47944870000001,-4.2246454,5,OPERATIONAL,"establishment, point_of_interest"
PF001060,The Water Row Company Ltd,ChIJNe364OBFiEgRBfZ5POH-fkg,Govan Housing Association Ltd,3.2,61,"35 McKechnie St, Glasgow G51 3AQ, UK",0141 440 0308,https://www.govanha.org.uk/,True,https://maps.google.com/?cid=5223892861132076549,55.8644066,-4.31473,1,OPERATIONAL,"establishment, point_of_interest"
PF000268,Thenue Housing Association Limited,ChIJjSlztLFGiEgRp959jDpm7to,Thenue Housing Association,2.9,73,"423 London Rd, Glasgow G40 1AG, UK",0141 550 3581,https://www.thenuehousing.co.uk/,True,https://maps.google.com/?cid=15775658946376621735,55.8511044,-4.2324772,1,OPERATIONAL,"establishment, point_of_interest"
PF000268,Thenue Housing Association Limited,ChIJ3QTrvddDiEgRPeKhkfKzH3c,Thenue Housing,4,1,"14 Ruchazie Pl, Glasgow G33 3HA, UK",0141 774 3030,http://www.thenuehousing.co.uk/,True,https://maps.google.com/?cid=8583777269198217789,55.8669461,-4.1765679,2,OPERATIONAL,"establishment, point_of_interest"
PF000243,Thomson & Company Property Management Services Ltd,ChIJF7gXRTFGiEgRNoD1kMjmQIM,Thomson Property Consultants Limited,,0,"2nd floor, 180 W Regent St, Glasgow G2 4RW, UK",0141 611 9666,http://thomsonproperty.co.uk/,True,https://maps.google.com/?cid=9457812966577897526,55.863823,-4.2616974,1,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000243,Thomson & Company Property Management Services Ltd,ChIJcatcYxczhkgRD1wh6Dwn_1Q,Thomson Project Management (Scotland) Ltd,,0,"The Court House Business Centre, 21-25 High St, Kinross KY13 8AW, UK",07980 885175,http://thomsonpm.co.uk/,True,https://maps.google.com/?cid=6124657160793185295,56.20662369999999,-3.4215748,2,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000243,Thomson & Company Property Management Services Ltd,ChIJp5T9EOlHiEgRVXnHgs_Glk4,Thomson Residential,4.8,92,"667 Clarkston Rd, Glasgow G44 3SE, UK",0141 639 1233,http://www.thomson-residential.co.uk/,True,https://maps.google.com/?cid=5662932176019618133,55.802667,-4.269832,3,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000243,Thomson & Company Property Management Services Ltd,ChIJpa6fDf64iUgRbFIhGiEJM2A,Thomson & Co,4,4,"20 Bath St, Largs KA30 8BL, UK",01475 686688,,True,https://maps.google.com/?cid=6931894289230287468,55.7940528,-4.8706002,5,OPERATIONAL,"establishment, point_of_interest, travel_agency"
PF000262,TLC Property Management Ltd,ChIJy6clUSEOhEgRQbbJThEx0xo,Tlc Housing Maintenance Limited,5,1,"74 Huntly St, Aberdeen AB10 1TD, UK",,,True,https://maps.google.com/?cid=1932942615478122049,57.14613439999999,-2.1095232,1,OPERATIONAL,"establishment, point_of_interest"
